SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
D,D17,D17171,D171711711,"Industrias Manufactureras","Fabricación de productos textiles","Hilatura, tejedura y acabado de productos textiles","Preparación e hilatura de fibras textiles; tejedura de productos textiles","010 a 049",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
D,D21,D21210,D212102101,"Industrias Manufactureras","Fabricacion de Papel y Productos de papel","Fabricacion de Papel y Productos de papel","Fabricación de pasta de madera, papel y cartón","050 a 099",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
D,D24,D24241,D242412413,"Industrias Manufactureras","Fabricación de sustancias y productos químicos","Fabricación de sustancias químicas básicas","Fabricación de plásticos en formas primarias y de caucho sintítico","100 a 249",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
D,D24,D24241,D242412413,"Industrias Manufactureras","Fabricación de sustancias y productos químicos","Fabricación de sustancias químicas básicas","Fabricación de plásticos en formas primarias y de caucho sintítico","100 a 249",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
D,D28,D28289,D282892899,"Industrias Manufactureras","Fabricación de productos elaborados de metal, excepto maquinaria y equipo","Fabricación de otros productos elaborados de metal; actividades de servicios de trabajo de metales","Fabricación de otros productos elaborados de metal n.c.p.","250 o más",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
D,D32,D32321,D323213210,"Industrias Manufactureras","Fabricación de equipo y aparatos de radio, televisión y comunicaciones","Fabricación de tubos y válvulas electrónicos y de otros componentes electrónicos","Fabricación de tubos y válvulas electrónicos y de otros componentes electrónicos","250 o más",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G51,G51514,G515145141,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por mayor y en comisión, excepto el comercio de vehículos automotores y motocicletas","Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","Venta al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos","001 a 009",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G51,G51514,G515145149,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por mayor y en comisión, excepto el comercio de vehículos automotores y motocicletas","Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","Venta al por mayor de otros productos intermedios, desperdicios y desechos","001 a 009",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G52,G52523,G525235231,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador","001 a 009",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G52,G52523,G525235234,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de artículos de ferretería, pinturas y productos de vidrio","010 a 049",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G52,G52523,G525235234,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de artículos de ferretería, pinturas y productos de vidrio","001 a 009",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
G,G52,G52523,G525235239,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de otros productos en almacenes especializados","001 a 009",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
I,I60,I60602,I606026021,"Transporte, almacenamiento y comunicaciones","Transporte por vía terrestre; transporte por tuberías","Otros tipos de transporte por vía terrestre","Otros tipos de transporte regular de pasajeros por vía terrestre","010 a 049",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
I,I60,I60602,I606026023,"Transporte, almacenamiento y comunicaciones","Transporte por vía terrestre; transporte por tuberías","Otros tipos de transporte por vía terrestre","Transporte de carga por carretera","010 a 049",20092107000000000,21,2107,"SAN CRISTOBAL","SAN GREGORIO DE NIGUA",1
