SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de cereales y otros cultivos n.c.p.","100 a 249",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias","010 a 049",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias","001 a 009",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cría de animales","Cría de otros animales; elaboración de productos animales n.c.p.","001 a 009",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","050 a 099",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","010 a 049",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","001 a 009",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","001 a 009",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
C,C13,C13132,C131321320,"Explotación de minas y canteras","Extracción de minerales metalíferos","Extracción de minerales metalíferos no ferrosos, excepto los minerales de uranio y torio","Extracción de minerales metalíferos no ferrosos, excepto los minerales de uranio y torio","050 a 099",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
C,C14,C14141,C141411410,"Explotación de minas y canteras","Explotación de otras minas y canteras","Extracción de piedra, arena y arcilla","Extracción de piedra, arena y arcilla","100 a 249",20092101000000000,21,2101,"SAN CRISTOBAL","SAN CRISTOBAL",1
