SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de cereales y otros cultivos n.c.p.","100 a 249",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de cereales y otros cultivos n.c.p.","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
A,A01,A01011,A010110111,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de cereales y otros cultivos n.c.p.","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias","001 a 009",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
C,C14,C14142,C141421429,"Explotación de minas y canteras","Explotación de otras minas y canteras","Explotación de minas y canteras n.c.p.","Explotación de otras minas y canteras n.c.p.","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
D,D15,D15151,D151511511,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Producción, procesamiento y conservación de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas","Producción, procesamiento y conservación de carne y productos cárnicos","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
D,D15,D15152,D151521520,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Elaboración de productos lácteos","Elaboración de productos lácteos","010 a 049",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
D,D15,D15153,D151531531,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Elaboración de productos de molinería, almidones y productos derivados del almidón, y de alimentos preparados para animales","Elaboración de productos de molinería","100 a 249",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
D,D15,D15154,D151541544,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Otras industrias alimenticias","Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares","100 a 249",20092401000000000,24,2401,"SANCHEZ RAMIREZ",COTUI,1
