SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
D,D15,D15151,D151511513,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Producción, procesamiento y conservación de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas","Elaboración y conservación de frutas, legumbres y hortalizas","250 o más",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D15,D15155,D151551554,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Elaboración de bebidas","Elaboración de bebidas no alcohólicas; producción de aguas minerales","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D21,D21210,D212102102,"Industrias Manufactureras","Fabricacion de Papel y Productos de papel","Fabricacion de Papel y Productos de papel","Fabricación de papel y cartón ondulado y de envases de papel y cartón","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D24,D24242,D242422423,"Industrias Manufactureras","Fabricación de sustancias y productos químicos","Fabricación de otros productos químicos","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D25,D25252,D252522520,"Industrias Manufactureras","Fabricación de productos de caucho y plástico","Fabricación de productos de plástico","Fabricación de productos de plástico","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D28,D28281,D282812811,"Industrias Manufactureras","Fabricación de productos elaborados de metal, excepto maquinaria y equipo","Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor","Fabricación de productos metálicos para uso estructural","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D28,D28281,D282812811,"Industrias Manufactureras","Fabricación de productos elaborados de metal, excepto maquinaria y equipo","Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor","Fabricación de productos metálicos para uso estructural","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
D,D36,D36369,D363693699,"Industrias Manufactureras","Fabricación de muebles; industrias manufactureras n.c.p.","Industrias manufactureras n.c.p.","Otras industrias manufactureras n.c.p.","010 a 049",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
F,F45,F45452,F454524520,Construcción,Construcción,"Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
G,G51,G51519,G515195190,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por mayor y en comisión, excepto el comercio de vehículos automotores y motocicletas","Venta al por mayor de otros productos","Venta al por mayor de otros productos","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
G,G52,G52523,G525235231,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
G,G52,G52523,G525235231,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",2
N,N85,N85851,N858518511,"Servicios sociales y de salud","Servicios sociales y de salud","Actividades relacionadas con la salud humana","Actividades de hospitales","001 a 009",20092105000000000,21,2105,"SAN CRISTOBAL","VILLA ALTAGRACIA",1
